"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","W jakiej branży pracujesz?","Jakie stanowisko zajmujesz?","Gdzie mieszkasz?","Czy mieszkasz w Polsce, czy za granicą?","Jak korzystasz z „Więzi”? ","Czy jesteś Prenumeratorką/Prenumeratorem „Więzi”?","Co by Cię zachęciło do prenumeraty? ","Z jakiego rodzaju prenumeraty korzystasz?","Jeśli prenumerujesz „Więź”, szczególnie wspierasz naszą działalność. Co Cię do tego skłania?","Od jak dawna sięgasz po kwartalnik „Więź”?","Jak często odwiedzasz Więź.pl?","Należysz do grona Patronów i Darczyńców „Więzi”? Jeśli tak, napisz w kilku słowach, dlaczego wspierasz naszą działalność.","Skąd dowiedziałaś/dowiedziałeś się o „Więzi” – piśmie lub portalu?","Sięgasz po nasz kwartalnik lub czytasz nasz portal, bo „Więź”… (wybierz 1-3 odpowiedzi)","Co najchętniej czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czego nie czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czy czytasz treści dostępne tylko na Więź.pl (niepochodzące z kwartalnika)?","Dlaczego? ","Jaką kategorię treści najczęściej czytasz na Więź.pl?","Które z tematów obecnych na Więź.pl są dla Ciebie samej/samego najważniejsze (wybierz 1-5 odpowiedzi)?","Jakiego rodzaju tekstów (gatunki dziennikarskie) chcesz czytać więcej na Więź.pl (wybierz 1-3 odpowiedzi)? ","Na jakie tematy według Ciebie piszemy na Więź.pl za mało (wybierz 1-3 odpowiedzi)?","Jakich treści brakuje Ci na Więź.pl? ","W których mediach społecznościowych obserwujesz „Więź”?","Na których platformach Twoim zdaniem brakuje „Więzi""?","Zaznacz w skali od 1 do 10, gdzie 0 oznacza decydowanie nie, a 10 zdecydowanie tak.","Czy słuchasz regularnie podcastów?","Jakich podcastów słuchasz regularnie?","Czy subskrybujesz kanały na YouTube?","Jeśli tak, jakie to kanały?","Jakie są Twoje ulubione profile, które obserwujesz na Facebooku?","Jeśli masz jakieś sugestie lub uwagi, to prosimy podziel się nimi tutaj."
"2021/12/12 9:38:23 PM CET","Mężczyzna","36-50","Wyższe","IT","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","z jakiejś dyskusji, której nagranie dostępne było na YT; występował tam ktoś ze środowiska Więzi albo Więź była wspominana","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;lubię czytać Więź i komentarze pod artykułami, bo pięknie, w sposób godny i estetyczny dokumentuje upadek kościoła otwartego","Społeczny temat numeru;Religijny temat numeru","wybieram w zależności od tematu","Tak","przyzwyczajenie, czytam przy śniadaniu / kolacji","Społeczeństwo","Aborcja;Biskupi;Kryzys Kościoła;LGBT;Migracje, uchodźcy;Pedofilia w Kościele;Wiara","Publicystyka społeczno-polityczna;Wiadomości z Kościoła","Kultura;Teologia;Wiara","tekstów przekrojowych pokazujących współczesny obraz teologii, ""kultury chrześcijańskiej"", historii kościoła","Na żadnym z wymienionych","na forum Naszego Dziennika ;)","10","Tak","literackie, Tygodnika Powszechnego, ostatnio Klub Jagielloński","Nie","","","chętnie bym wrócił do trollowania w komentarzach na Wiez.pl, ale obiecałem sobie, że do tego nie wrócę. Bardzo szanuję Państwa działalność, chyba głównie za trzymanie poziomu i robienie swojego w sytuacji niemal pewnej przegranej. Pozdrawiam serdecznie "
"2021/12/12 10:44:37 PM CET","Mężczyzna","36-50","Wyższe","IT","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam kwartalnik w wersji na czytniki (plik PDF, epub lub mobi);Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","","Rocznej prenumeraty druk + cyfra","to co robicie jest wartościowe","Od około 2 lat","Kilka razy w miesiącu","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Kulturalny temat numeru;Felieton Jakuba Wygnańskiego;Felieton Michała Zioły;Felieton „Ksiądz z kobietą w kinie”;Felieton Jerzego Sosnowskiego","staram się przeglądać każdy kawałek","Tak","","Społeczeństwo","Kryzys Kościoła","Felieton;Reportaż;Wywiad","jest ok","","Facebook","","10","Tak","godzina z Jackiem, Imponderabilia, Skądinąd, Piotr Żyłka. Alfabet Wojtusika, Raport o stanie świata, K3","Nie","","",""
"2021/12/13 12:34:15 AM CET","Mężczyzna","36-50","Wyższe","Psychoterapia","Specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Znam od ponad 20 lat","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Jest tytułem, z którym jestem związana/związany od lat","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Felieton „Ksiądz z kobietą w kinie”","Felieton Jakuba Wygnańskiego;Felieton Michała Zioły","Nie","","Wiara","Aborcja;Ewangelia;Kultura;Pedofilia w Kościele;Sztuka;Wiara","Publicystyka religijna;Publicystyka kulturalna","Etyka;Teologia","","Facebook","","9","Nie","","Tak","K3, Dominikanie, Język angielski","",""
"2021/12/13 1:42:15 AM CET","Mężczyzna","36-50","Wyższe","Transport","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","Za granicą","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Zawsze wiedzialem","Nie wiem","Nie czytam kwartalnika","Nie czytam kwartalnika","Tak","z ciekawosci","Wiara","Aborcja;LGBT;Migracje, uchodźcy","Publicystka historyczna","Polityka","","Na żadnym z wymienionych","","0","Tak","OSW","Nie","","",""
"2021/12/13 9:19:58 AM CET","Kobieta","26-35","Wyższe","Bankowość ","Starszy/a specjalista/ka","Miasto od 50 tys. do 150 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Promocje :) ","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru","Czytam od deski do deski","Nie","Staram się raz na jakiś czas kupować kwartalnik i czytam sporo artykułów ","Wiara","Biskupi;Ewangelia;Kryzys Kościoła;Migracje, uchodźcy;Papież Franciszek;Pedofilia w Kościele;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Wiadomości ze świata","Teologia;Wiara","Pogłębiania teologii np. na dany okres roku liturgicznego ","Facebook","Nie wiem ","10","Nie","Muszę przyznać, że nie słucham ale kilka razy natknęłam się na kanał Joli Szymańskiej ""Też odchodzę"" i Piotra Żyłki. ","Tak","Langusta na Palmie ","Religia, lifestyle, John Eldredge ","Nie mam, super jesteście :) "
"2021/12/13 12:18:36 PM CET","Mężczyzna","26-35","Wyższe","Kościół","Dyrektor/ka","Miasto od 50 tys. do 150 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Nie, ale wspieram „Więź” poprzez Patronite","Wsparcie przez Patronite jest dla mnie formą prenumeraty.","","","","","W mojej ocenie Zespół ""Więzi"" w sposób skuteczny i kompetentny walczy o prawdę i miłość w Kościele rzymskokatolickim w Polsce i jest w stanie odnosić realne sukcesy także w odniesieniu do oczyszczania na poziomie strukturalnym. Bycie patronem jest moim wsparciem tego procesu. ","trafiłem na stronę internetową","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dział „Otwarta ortodoksja”","Dział Historia","Tak","","Wiadomości","Biskupi;Kryzys Kościoła;Pedofilia w Kościele;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Wywiad","Duchowość;Wiara","","Na żadnym z wymienionych","","10","Tak","K3, Uniwersytet SWPS","Nie","","","Bardzo dziękuję Państwu za wszystko, co Państwo robią."
"2021/12/13 12:38:46 PM CET","Mężczyzna","36-50","Wyższe","ksiądz ","Starszy/a specjalista/ka","Miasto od 50 tys. do 150 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","W seminarium ","Opisuje świat z perspektywy chrześcijańskiej","Religijny temat numeru","Społeczny temat numeru;Kulturalny temat numeru","Tak","Jest to prostsze ","Wiara","Antysemityzm;Biskupi;Dialog;Kryzys Kościoła;Papież Franciszek;Wiara;Żydzi","Publicystyka religijna;Wiadomości z Kościoła","Duchowość;Kościół","krytykujących nie tylko rząd ale również opozycję. Więź jest mniej wiarygodna, ponieważ średnio inteligenty człowiek zauważy, że opcja polityczna w więzi jest jedna. Cenie Wasza krytykę rządzących. Czekam na obiektywne spojrzenie w stronę opozycji.","Instagram","W tv","6","Nie","","Tak","Abp Rys, Abp Galbas, Jezuici, Dominikanie, Papież Franciszek ","Jak wyżej ","Czekam na pozytywne zmiany w tematach społeczno - politycznych. Dobrze, że jesteście."
"2021/12/13 2:05:55 PM CET","Kobieta","51-65","Wyższe","Edukacja","Menadżer/ka/kierownik/czka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez Patronite","Gdyby moja ciotka, która  prenumeruje Więź i mi ją potem daje  przestała","","","","","Bo Was lubię. I mówicie głośno to co myślę a nie umiem ubrać tego w słowa","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Opisuje świat z perspektywy chrześcijańskiej;To „moje pismo” / „mój portal”;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dział „Czytanie świata”;Dział Historia;Felieton Jakuba Wygnańskiego;Felieton Jerzego Sosnowskiego","Kulturalny temat numeru;Recenzje książek;W galerii „Więzi”","Tak","","Wiara","Biskupi;Kryzys Kościoła;Papież Franciszek;Pedofilia w Kościele;Wiara","Publicystka historyczna;Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości z Kościoła","","","Facebook","","9","Tak","","Tak","Białkowska, Kramer, Duszpasterstwo Srodowisk Tworczych i inne muzyczno historyczno spoleczne","Duzo ich. ",""
"2021/12/13 2:14:27 PM CET","Mężczyzna","26-35","Wyższe","Media","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale regularnie kupuje „Więź”","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dział „Dziedziniec dialogu”","Felieton Jakuba Wygnańskiego;Felieton Michała Zioły;Felieton „Ksiądz z kobietą w kinie”","Nie","","Wiara","Biskupi;Dialog;Kryzys Kościoła;LGBT;Pedofilia w Kościele","Publicystyka religijna;Wiadomości z Kościoła;Reportaż","Duchowość;Inne religie;Polityka","Kulinarne porady Andrzeja Draguły ","Facebook;Twitter;Instagram","","9","Nie","","Nie","","","Więcej Więzi na Instagramie "
"2021/12/13 2:18:43 PM CET","Mężczyzna","26-35","Wyższe","Edukacja","Specjalista/ka","Wieś","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez Patronite","","","","","","Bo jesteście merytoryczni ","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","Felieton Michała Zioły","Tak","Bo są aktualne","Wiadomości","Dialog;Ewangelia;Kultura;Papież Franciszek;Wiara","Felieton;Reportaż;Wywiad","Edukacja;Filozofia","","Facebook;YouTube","Twitter","10","Nie","","Nie","","",""
"2021/12/13 2:38:49 PM CET","Mężczyzna","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Tak","Mysl i tradycja pisma","Rocznej prenumeraty druk + cyfra","Niezależność ","Od 2-3 lat","Kilka razy w miesiącu","","Od dawna znam","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Jest tytułem, z którym jestem związana/związany od lat","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","Czytam od deski do deski","Nie","Tygodnik powszechny tez gości ","Historia","Demokracja;Ewangelia;Historia;Kryzys Kościoła;Kultura","Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Wiadomości ze świata","Duchowość;Filozofia","","Facebook","","10","Nie","","Nie","","",""
"2021/12/13 3:40:21 PM CET","Mężczyzna","36-50","Wyższe","Handel","Menadżer/ka/kierownik/czka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez Patronite","","","","","","Bo jesteście środowiskiem, które reprezentuje mój sposób myślenia o Kościele i jestem wdzięczny za to jak to robicie. ","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Jest tytułem, z którym jestem związana/związany od lat","nie czytam kwartalnika - tylko portal ","nie czytam kwartalnika - tylko portal ","Tak","","Wiara","Ewangelia;Kryzys Kościoła;LGBT;Migracje, uchodźcy;Pedofilia w Kościele","Wiadomości z Kościoła;Reportaż;Wywiad","Duchowość;Teologia","","Facebook","","7","Tak","Raportu o stanie świata (i innych raportów Rosiaka)","Tak","zbyt wiele różnych ","",""
"2021/12/13 5:48:37 PM CET","Kobieta","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp);Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez Patronite","po mojej stronie - potrzebuję nowy czytnik :D","","","","","Potrzebuje poszerzonej wiedzy o tym co dzieje się w świecie i jak to można oceniać. Ważnym głosem są dla mnie wypowiedzi znajdowane w Więzi. Cenię merytoryczność - wiedzę ogólną, ale też odniesienia do konkretnych sytuacji, zjawisk. ","Nie pamiętam. Wiem od zawsze ;)","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Nie boi się przyznawać do słabości chrześcijan/Kościoła i pokazywać, że to nie zmienia prawdy Ewangelii","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Dyskusje redakcyjne","Felieton Michała Zioły;Felieton „Ksiądz z kobietą w kinie”;Recenzje książek","Nie","","Społeczeństwo","Dialog;Kryzys Kościoła;Kultura;Migracje, uchodźcy;Pedofilia w Kościele","Publicystka historyczna;Publicystyka społeczno-polityczna;Publicystyka kulturalna;Wiadomości z Kościoła;Wiadomości z kraju;Wiadomości ze świata;Felieton;Reportaż;Wywiad","Edukacja;Technologie","","Facebook","","10","Nie","","Tak","Reportaż z wycinków świata i popularnonaukowe ","Ptaki polski :D",""
"2021/12/13 6:03:05 PM CET","Mężczyzna","51-65","Wyższe","Produkcja","Dyrektor/ka","Miasto powyżej 500 tys.","W Polsce","Czytam kwartalnik w wersji na czytniki (plik PDF, epub lub mobi)","Tak i wspieram „Więź” poprzez Patronite","","Rocznej sponsorskiej prenumeraty cyfrowej","Jakość publikacji.","Od 5-10 lat","Codziennie","Żebyście przetrwali pozostając na wysokim poziomie otoczeni jednak przez oceany medialnego siana.","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Dział „Czytanie świata”;Dział Historia;Dyskusje redakcyjne","Czytam od deski do deski","Tak","Bo są mądre..","Wiara","Biskupi;Demokracja;Ewangelia;Kryzys Kościoła;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Felieton","Edukacja","Jest w sam raz","Facebook","","10","Nie","","Nie","","Więź, Deon, ks. Stopka, ks. Strzelczyk, Franciszek, TP","Wytrwajcie i przetrwajcie."
"2021/12/13 6:09:20 PM CET","Mężczyzna","51-65","Wyższe","Edukacja","Dyrektor/ka","Miasto od 50 tys. do 150 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru","Dyskusje redakcyjne","Tak","","Społeczeństwo","Antysemityzm;Biskupi;Dialog;Kryzys Kościoła;Żydzi","Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Wywiad","Inne religie;Kościół;Społeczeństwo","","Na żadnym z wymienionych","","7","Nie","","Nie","","",""
"2021/12/13 6:22:29 PM CET","Kobieta","36-50","Wyższe","Edukacja","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale regularnie kupuje „Więź”","","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;To „moje pismo” / „mój portal”;Jest tytułem, z którym jestem związana/związany od lat;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Dział Historia;Dział „Dziedziniec dialogu”;Dyskusje redakcyjne;Zależy odpowiedź czasu i numeru ","Nie wiem, zalety od numeru","Tak","Można przeczytać ""na szybko"", ""przy okazji"", na kwartalnik często brakuje mi czasu :(","Społeczeństwo","Antysemityzm;Biskupi;Dialog;Historia;Kryzys Kościoła;Migracje, uchodźcy;Papież Franciszek;Pedofilia w Kościele;Żydzi","Publicystka historyczna;Publicystyka społeczno-polityczna;Reportaż","Edukacja","Dałam odpowiedź edukacja, bo to co mi baaardzo bliskiego, pożar tym bardzo często dyskusje społeczne, polityczne, kulturalne, religijne kończą się refleksją, że tak dużo zależy od edukacji... może warto żeby i Więź się tym zajęła? Im więcej rozsądnych głosów tym lepiej...","Facebook;Instagram","Nie wiem","10","Nie","","Tak","Edukacyjne, historyczne, metodyczne","Nie mam ulubionych, ale głównie treści edukacyjne, społeczne, a najlepiej oba naraz :)",""
"2021/12/13 7:42:30 PM CET","Kobieta","36-50","Wyższe","Media","Właściciel/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Nowe nazwiska autorów","","","","","","Wiedziałam, bo od lat czytałam Więź","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Jest tytułem, z którym jestem związana/związany od lat","Społeczny temat numeru;Religijny temat numeru;Edytorial","Dział „Czytanie świata”;Dział „Z drugiej strony Bugu”","Tak","Byłoby fajnie, jakby bylo wiadomo dlaczego co? Nie podoba mi są ta ankieta, sprawia wrażenie słabo przemyślanej.","Społeczeństwo","Dialog;Ewangelia;Kryzys Kościoła;Migracje, uchodźcy;Wiara","Felieton;Reportaż;Wywiad","Edukacja;Społeczeństwo","Zagranicznych","Facebook","","4","Tak","Wielu, głównie niepolskich","Tak","Bardzo wiele, głównie zagraniczne","Bardzo wiele. Z polskich najcześciej związane z wolną edukacją i lewicowych redakcji","Więcej nowych autorów!"
"2021/12/13 8:48:35 PM CET","Kobieta","Do 25","Wyższe","Sądownictwo ","Młodszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Felieton Jerzego Sosnowskiego","Dział „Z drugiej strony Bugu”;Dział „Dzieci Abrahama”;Edytorial","Tak","","Wiara","Demokracja;Dialog;Kryzys Kościoła;Polityka;Wiara","Publicystyka społeczno-polityczna;Felieton;Wywiad","Edukacja;Sztuka;Teologia","","Facebook","","10","Nie","„Też odchodzę” ","Tak","Monika Jaruzelska zaprasza, Everyday Hero, Profesor Matczak, Jola Szymańska","Piotrek Żyłka",""
"2021/12/13 9:37:53 PM CET","Mężczyzna","51-65","Wyższe","Kultura i sztuka","Specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","35 lat temu od polonisty","Publikuje pogłębione i przystępne teksty;Jest tytułem, z którym jestem związana/związany od lat;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Kulturalny temat numeru;Felieton Jerzego Sosnowskiego","Czytam od deski do deski","Tak","","Kultura","Dialog;Kryzys Kościoła;Wiara","Publicystka historyczna;Publicystyka społeczno-polityczna","Duchowość;Filozofia;Inne religie","","Na żadnym z wymienionych","","8","Nie","","Nie","","agadmador",""
"2021/12/13 9:58:37 PM CET","Kobieta","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Dobra zniżka za pakiet roczny na e-kiosku","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Felieton „Ksiądz z kobietą w kinie”","Dział „Czytanie świata”;Dział „Z drugiej strony Bugu”","Tak","Łatwy dostęp i rzetelność tekstów, rewelacyjni autorzy","Wiara","Biskupi;Dialog;Ewangelia;Kryzys Kościoła;Kultura;Pedofilia w Kościele;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości ze świata;Felieton;Reportaż;Wywiad","Inne religie","Religioznawczych","Facebook","Podcasty","10","Nie","Myślałam, że Więź nie ma podcastów","Tak","Światusy, Robert Makłowicz, Sekielski Brothers Studio","Andrzej Draguła, Więź, Tygodnik Powszechny, Dariusz Piórkowski TJ","Nie mam "
